noise_deg,PD_RMSE,Predict_RMSE,Dynamic_RMSE
0.0,1.402084252725243,0.59620488498822,0.6060849203419283
0.5,1.623136222506016,0.6837170530494878,0.678860747747734
1.0,1.6647525984111784,0.6926907101752351,0.6953698282210942
2.0,1.6419682620960228,0.6985364251416276,0.7122218471888874
3.0,1.727420757429212,0.7609134875947701,0.787716529018807
5.0,1.8631901441839678,0.8703264301281578,0.8747028687146944
